[HC2000],sepHC_Kim,ra_1,dec_1,ID_Kim,ra_2,dec_2,mualpha,mualpha_err,mudelta,mudelta_err,Nepochs,dT,mag139,flag,RAJ2000_1,DECJ2000,RAJ2000_2,DEJ2000,l_Kmag,Kmag,l_Hmag,Hmag,e_Kmag,e_Hmag,OptID,AltID,sepHC_daRio,ra,dec,ID_daRio,RAh,RAm,RAs,DE-,DEd,DEm,DEs,logT,Temp(daRio),e_logT,logL,e_logL,AV,e_AV,f_BMass,BMass,e_BMass,l_logBA,logBA,e_logBA,DMass,e_DMass,logDA,e_logDA,Temp_daRio,Temp_us,eTemp_us,eTemp_us_STD,RV_us,RVe_us,RVe_us_STD,vsini_us,vsinie_us,vsinie_us_STD,sepHC_APOGEE,veiling_O32,veiling_O33,2MASS,ra_apogee,dec_apogee,RV_apogee,RVe_apogee,Temp_apogee,eTemp_apogee,raT,decT,RV_tobin,RVe_tobin,ID
49,0.03011497775,83.83611908,-5.41966073,14,83.83611908,-5.41966073,-0.24,0.24,0.4,0.17,4,16.9,13.21,,83.83612012,-5.419662448,05 35 20.67,-05 25 10.8,,12.16,,12.631,0.003,0.005,OW-207-511,,0.298658881,83.83604167,-5.419666667,224,5,35,20.65,-,5,25,10.8,3.484,,0.003,-0.972,0.034,0.308,0.194,,0.121,0.007,,6.005,0.024,0.145,0.003,6.176,0.024,3047.89499,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

50,0.0687087855,83.81819085,-5.41935328,452,83.81819085,-5.41935328,0.65,0.09,1.59,0.27,3,19.9,11.67,,83.81818804,-5.419360126,05 35 16.37,-05 25 09.7,,10.481,,10.972,0.002,0.002,516,,0.605630982,83.81804167,-5.419333333,170,5,35,16.33,-,5,25,9.6,3.544,,0.002,-0.767,0.102,-0.477,0.366,,0.455,0.012,,6.71,0.161,0.304,0.017,6.361,0.172,3499.45167,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

51,0.04454177854,83.85371028,-5.41951222,450,83.85371028,-5.41951222,-0.34,0.25,-0.39,0.2,3,14.6,12.7,,83.85371175,-5.419510541,05 35 24.89,-05 25 10.2,,11.634,,12.097,0.001,0.002,764,,0.4479884452,83.85358333,-5.4195,239,5,35,24.86,-,5,25,10.2,3.472,,0.001,-0.733,0.024,0.454,0.13,~,0.088,,<,6,,0.125,0.001,5.347,0.039,2964.83139,,,,,,,,,,0.04223741486,,,2M05352488-0525101,83.85369873,-5.419493198,24.8066,0.610922,2929.19,26.9802,-9999,-9999,-9999,-9999,-9999

52,0.06534362012,83.84994021,-5.41941865,9,83.84994021,-5.41941865,0.12,0.81,0.98,0.15,4,14.6,13.04,,83.8499397,-5.419422819,05 35 23.99,-05 25 09.9,,11.625,,12.228,0.002,0.002,3087,,0.447988507,83.84983333,-5.419416667,234,5,35,23.96,-,5,25,9.9,3.52,,0.001,-0.683,0.018,1.691,0.068,,0.309,0.005,,6.24,0.021,0.201,0.003,6.045,0.016,3311.311215,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

53,0.06583688065,83.84338928,-5.41931706,160,83.84338928,-5.41931706,1.58,0.43,-0.33,0.04,3,14.6,11.92,,83.84338245,-5.419315639,05 35 22.41,-05 25 09.5,,11.177,,11.429,0.002,0.002,713,,0.2495982901,83.84341667,-5.419361111,261,5,35,22.42,-,5,25,9.7,3.535,,0.001,-0.579,0.037,0.097,0.14,,0.409,0.011,,6.325,0.048,0.248,0.006,6.022,0.042,3427.677865,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

54,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 19.63,-05 25 07.8,,14.16,,15.877,0.07,0.165,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

55,0.03488300062,83.84216347,-5.41878693,687,83.84216347,-5.41878693,-1.98,0.21,-0.18,0.22,2,9.9,16.36,,83.84217203,-5.418786155,05 35 22.12,-05 25 07.6,,14.103,,14.667,0.017,0.023,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

56,0.1227065604,83.82471609,-5.41847693,440,83.82471609,-5.41847693,-0.19,0.28,-1.11,0.43,4,17,13.71,,83.8247169,-5.418472225,05 35 17.94,-05 25 06.5,,12.333,,12.714,0.006,0.007,9204,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

57,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.29,-05 25 05.6,,14.119,,14.325,0.02,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

58,0.08951915964,83.84468366,-5.41828165,296,83.84468366,-5.41828165,-1.01,0.16,1.01,0.96,3,10.5,13.31,,83.84468803,-5.418285999,05 35 22.73,-05 25 05.8,,12.306,,12.907,0.007,0.009,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

59,0.02014842081,83.83199449,-5.41811,431,83.83199449,-5.41811,0.37,0.47,-1.1,0.27,3,16.2,16.8,,83.83199289,-5.418105264,05 35 19.68,-05 25 05.2,,16.286,,16.464,0.211,0.135,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

60,0.1903990137,83.77726543,-5.4170929,69,83.77726543,-5.4170929,-0.29,0.31,0.69,0.23,3,10.6,13.48,,83.77726668,-5.41709585,05 35 06.55,-05 25 01.7,,11.773,,12.155,0.001,0.002,292,,0.2495986188,83.77725,-5.417083333,99,5,35,6.54,-,5,25,1.5,3.5,,0.001,-0.823,0.008,0.934,0.039,,0.204,0.006,,6.115,0.015,0.166,0.001,6.097,0.007,3162.27766,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

61,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.27,-05 25 04.1,,11.035,,12.27,0.003,0.005,644,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

62,0.162149749,83.79176268,-5.41704875,681,83.79176268,-5.41704875,-0.04,0.16,-0.6,0.14,2,9.9,16.92,,83.79176285,-5.417046167,05 35 10.03,-05 25 01.5,,15.344,,16.204,0.023,0.022,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

63,0.06830613454,83.81023863,-5.41726255,698,83.81023863,-5.41726255,-0.01,0.14,0.01,0.01,2,8.1,12.17,,83.81023867,-5.417262593,05 35 14.46,-05 25 02.2,,11.163,,11.47,0.002,0.003,443,,0.1,83.81025,-5.41725,136,5,35,14.46,-,5,25,2.1,3.525,,0.002,-0.572,0.026,0.725,0.101,,0.359,0.011,,6.195,0.034,0.214,0.006,5.972,0.026,3349.654392,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

64,0.2259618889,83.77938514,-5.41686231,424,83.77938514,-5.41686231,0.57,0.34,-0.32,1.12,3,16.3,16.27,,83.77938269,-5.41686094,05 35 07.06,-05 25 00.9,,14.524,,15.254,0.005,0.007,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

65,0.0923701182,83.82930817,-5.41749445,102,83.82930817,-5.41749445,-0.04,0.13,0.03,0.23,4,13.8,13.42,,83.82930834,-5.417494579,05 35 19.04,-05 25 03.0,,12.31,,12.583,0.011,0.008,9245,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

66,0.1088953017,83.82634522,-5.41742267,686,83.82634522,-5.41742267,0.99,0.21,-0.56,0.18,2,9.9,17.78,,83.82634094,-5.417420259,05 35 18.33,-05 25 02.7,,17.067,,17.482,0.457,0.359,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

67,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 14.18,-05 25 00.7,,15.066,,17.225,0.026,0.105,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

68,0.09199167696,83.84648399,-5.4173048,666,83.84648399,-5.4173048,0.07,0.2,-1.41,1.13,2,9.9,16.04,,83.84648369,-5.417298729,05 35 23.15,-05 25 02.3,,13.047,,13.593,0.024,0.028,OW-231-502,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

69,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.54,-05 25 00.0,,13.358,,15.355,0.004,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

70,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 25.67,-05 25 02.6,,15.752,,16.848,0.035,0.029,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

71,0.1059055083,83.85215038,-5.41710788,149,83.85215038,-5.41710788,-1.06,0.2,-0.15,0.09,3,14.6,12.94,,83.85215496,-5.417107234,05 35 24.52,-05 25 01.5,,11.438,,11.994,0.002,0.002,759,,0.3149569591,83.85208333,-5.417111111,257,5,35,24.5,-,5,25,1.6,3.543,,0.001,-0.597,0.015,1.618,0.062,,0.461,0.009,,6.47,0.018,0.289,0.005,6.105,0.019,3491.403155,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

72,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.25,-05 24 58.8,,14.335,,15.974,0.007,0.019,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

73,0.08538930965,83.84604654,-5.41674544,297,83.84604654,-5.41674544,0.17,0.16,-0.97,0.12,3,19.9,13.13,,83.84604581,-5.416741314,05 35 23.05,-05 25 00.2,>,10.708,>,10.719,0.009,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

74,0.07881206457,83.80395811,-5.41608922,490,83.80395811,-5.41608922,0.14,0.52,0.13,0.09,4,11.8,13.96,,83.8039575,-5.416089779,05 35 12.95,-05 24 58.0,,12.567,,13.077,0.005,0.009,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

75,0.02387744862,83.82133984,-5.41630413,331,83.82133984,-5.41630413,-0.8,0.29,-0.85,0.07,6,19.9,12.31,,83.8213433,-5.41630047,05 35 17.12,-05 24 58.7,,11.243,,11.583,0.003,0.002,540,,0.1,83.82133333,-5.416277778,175,5,35,17.12,-,5,24,58.6,3.468,,0.003,-0.752,0.076,-0.52,0.441,~,0.078,,<,6,,0.122,0.002,5.336,0.109,2937.649652,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

76,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 26.40,-05 25 00.7,>,8.017,>,8.56,0.007,0.021,2031,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

77,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.21,-05 24 56.5,,10.751,,12.61,0.001,0.003,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

78,0.1528222926,83.81746034,-5.41568226,613,83.81746034,-5.41568226,0.21,0.13,-0.19,0.13,2,14.6,12.28,,83.81745943,-5.415681442,05 35 16.20,-05 24 56.4,,10.128,,11.09,0.001,0.003,509a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

79,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 21.30,-05 24 57.4,,9.83,,9.989,0.002,0.003,678,,0.1,83.83875,-5.415972222,219,5,35,21.3,-,5,24,57.5,3.69,,0.01,0.349,0.031,1.94,0.137,,,,,,,1.317,0.2,6.251,0.13,4897.788194,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

80,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.21,-05 24 55.5,,,,9.143,0.002,0.003,401,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.161198729,,,2M05351319-0524554,83.80500031,-5.415399075,24.9129,0.964132,4260.07,37.0939,-9999,-9999,-9999,-9999,-9999

81,0.07587362175,83.84864829,-5.41593398,113,83.84864829,-5.41593398,0.37,0.44,1.21,0.12,4,14.6,12.29,,83.84864672,-5.415939088,05 35 23.68,-05 24 57.4,,11.277,,11.636,0.002,0.003,741,,0.1,83.84866667,-5.415972222,233,5,35,23.68,-,5,24,57.5,3.488,,0.007,-0.594,0.084,0.446,0.492,~,0.13,,<,6,,0.138,0.008,5.248,0.13,3076.096815,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

82,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 22.89,-05 24 57.7,,,,,0.024,0.125,1993,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

83,0.1448744878,83.85505833,-5.41592051,449,83.85505833,-5.41592051,-0.72,0.55,-0.27,0.02,3,9.4,14.73,,83.85506144,-5.415919347,05 35 25.22,-05 24 57.2,,12.995,,13.88,0.003,0.005,773,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

84,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.90,-05 24 54.4,,13.206,,14.903,0.016,0.041,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

85,0.1697640593,83.78211809,-5.41467557,662,83.78211809,-5.41467557,0.04,0.39,-0.79,0.15,2,10.6,13.78,,83.78211792,-5.414672195,05 35 07.71,-05 24 53.0,,12.756,,13.168,0.002,0.003,306,,0.3594420612,83.78204167,-5.414666667,97,5,35,7.69,-,5,24,52.8,3.462,,0.002,-1.396,0.044,-1.291,0.252,~,0.063,,<,6,,0.107,0.005,6.473,0.027,2897.343588,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

86,0.04691268101,83.82373787,-5.41502288,66,83.82373787,-5.41502288,-0.66,0.29,-0.02,0.1,7,19.9,12.55,,83.82374072,-5.415022794,05 35 17.70,-05 24 54.1,,11.341,,11.727,0.002,0.003,559,,0,83.82375,-5.415027778,178,5,35,17.7,-,5,24,54.1,3.463,,0.003,-0.925,0.082,-0.8,0.477,~,0.065,,<,6,,0.117,0.004,5.613,0.165,2904.022654,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

87,0.1090327722,83.8046926,-5.4146963,683,83.8046926,-5.4146963,-0.28,0.25,1.73,0.14,2,9.9,14.65,,83.80469381,-5.414703749,05 35 13.13,-05 24 53.0,,12.721,,13.617,0.016,0.019,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

88,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.17,-05 24 52.2,,15.094,,19.998,0.059,2.274,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

89,0.08604130288,83.84806741,-5.41510122,492,83.84806741,-5.41510122,-0.48,0.34,-0.19,0.27,3,10.5,14.93,,83.84806949,-5.415100402,05 35 23.54,-05 24 54.3,,13.662,,14.352,0.006,0.015,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

90,0.1459582855,83.79323037,-5.41429781,426,83.79323037,-5.41429781,0.04,0.19,-0.91,0.07,4,17,15.07,,83.7932302,-5.414293932,05 35 10.38,-05 24 51.6,,13.013,,13.873,0.004,0.003,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

91,0.069770798,83.84160855,-5.41481592,401,83.84160855,-5.41481592,-0.24,0.11,-0.24,0.92,3,16.2,17.12,,83.84160959,-5.414814887,05 35 21.99,-05 24 53.3,,14.897,,15.104,0.075,0.082,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

92,0.1025347951,83.84680567,-5.41468718,667,83.84680567,-5.41468718,-0.87,0.16,1.62,0.22,2,9.9,15.9,,83.84680928,-5.414693872,05 35 23.24,-05 24 52.9,,13.85,,13.972,0.028,0.055,OW-232-453,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

93,0.1314397991,83.79560761,-5.41352341,489,83.79560761,-5.41352341,2.04,0.72,1.94,0.31,3,10.6,11.16,,83.79559879,-5.413531763,05 35 10.95,-05 24 48.8,,9.498,,10.273,0.003,0.002,356,,0.3594425401,83.79554167,-5.4135,116,5,35,10.93,-,5,24,48.6,3.526,,0.001,-0.113,0.017,2.173,0.064,~,0.406,,<,6,,0.189,0.002,4.862,0.035,3357.376142,,,,,,,,,,0.2306094429,,,2M05351094-0524486,83.79559326,-5.413499832,24.2164,0.839781,3626.56,47.3349,-9999,-9999,-9999,-9999,-9999

94,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.56,-05 24 48.2,,11.851,,13.19,0.003,0.004,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

95,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.12,-05 24 48.0,,15.917,,,0.031,,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

96,0.1166497271,83.83267424,-5.41330182,547,83.83267424,-5.41330182,-0.1,0.21,1.99,0.05,2,10,12.61,,83.83267467,-5.413310388,05 35 19.84,-05 24 48.0,,11.14,,11.624,0.002,0.003,625,,0.2986620113,83.83258333,-5.413333333,214,5,35,19.82,-,5,24,48,3.518,,0.002,-0.609,0.016,1.332,0.072,,0.317,0.009,,6.14,0.019,0.193,0.003,5.971,0.016,3296.097122,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

97,0.03399417093,83.83595281,-5.41290899,512,83.83595281,-5.41290899,0.09,0.26,-0.25,0.03,2,14,11.22,,83.83595242,-5.412907915,05 35 20.63,-05 24 46.5,,9.569,,10.315,0.002,0.002,658,,0.1797213983,83.83591667,-5.412888889,225,5,35,20.62,-,5,24,46.4,3.541,,0.001,-0.543,0.081,0.347,0.291,,0.458,0.013,,6.375,0.111,0.275,0.012,6.024,0.104,3475.361614,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

98,0.1126944447,83.82390268,-5.41213863,100,83.82390268,-5.41213863,-0.22,0.37,0.08,0.09,6,19.9,13.31,,83.82390363,-5.412138974,05 35 17.74,-05 24 43.8,,12.162,,12.677,0.006,0.006,9192,,0.1,83.82391667,-5.412138889,179,5,35,17.74,-,5,24,43.7,3.468,,0.008,-1.098,0.179,-0.067,1.058,~,0.078,,<,6,,0.125,0.015,6.253,0.156,2937.649652,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

99,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 06.53,-05 24 41.5,,10.413,,10.702,0.001,0.002,291,,0.4906108031,83.77708333,-5.411472222,100,5,35,6.5,-,5,24,41.3,3.569,,0.01,-0.257,0.028,0.069,0.227,,0.772,0.109,,6.42,0.104,0.354,0.034,5.834,0.024,3706.807218,,,,,,,,,,0.3224565561,,,2M05350651-0524414,83.7771225,-5.411500931,25.3413,0.612785,4319.95,30.7597,-9999,-9999,-9999,-9999,-9999

100,0.1530073686,83.7855194,-5.41154707,171,83.7855194,-5.41154707,-1.82,0.73,-0.07,0.18,4,10.6,12.79,,83.78552727,-5.411546769,05 35 08.53,-05 24 41.7,,11.692,,12.228,0.003,0.004,322,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.6062983618,,,2M05350853-0524411,83.78556824,-5.411417007,32.3946,0.825532,3116.77,47.1431,-9999,-9999,-9999,-9999,-9999

101,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 24.70,-05 24 44.2,,15.183,,17.821,0.027,0.158,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

102,0.1739585756,83.78572075,-5.41118366,491,83.78572075,-5.41118366,-0.73,0.92,-0.11,0.42,3,10.6,14.49,,83.78572389,-5.41118319,05 35 08.58,-05 24 40.4,,11.412,,12.71,0.002,0.005,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,-9999,-9999,-9999,-9999,-9999

103,0.08054492713,83.8318942,-5.41172166,670,83.8318942,-5.41172166,0.2,0.04,0.42,0.05,2,9.9,17.26,,83.83189334,-5.411723468,05 35 19.66,-05 24 42.2,,,,18.285,,0.273,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

104,0.1022323792,83.82423401,-5.41139315,501,83.82423401,-5.41139315,0.45,0.37,0.08,0.4,3,13.8,13.98,,83.82423206,-5.411393494,05 35 17.82,-05 24 41.1,,12.874,,13.534,0.009,0.011,9198,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

105,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.32,-05 24 38.3,,12.835,,16.403,0.004,0.022,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

106,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.49,-05 24 38.1,,13.163,,17.07,0.004,0.039,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

107,0.1644136326,83.82142111,-5.41080664,493,83.82142111,-5.41080664,-0.49,0.2,0.89,0.04,3,10.6,15.14,,83.82142323,-5.410810472,05 35 17.15,-05 24 39.0,,13.246,,14.196,0.01,0.013,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

108,0.0349159619,83.82638177,-5.41081253,370,83.82638177,-5.41081253,-0.88,0.53,0.5,0.39,4,16.9,14.16,,83.82638558,-5.410814683,05 35 18.33,-05 24 38.9,,11.64,,12.331,0.004,0.004,9221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

